question_id,answer,grade
5,خلد التاريخ العبد السابق، كأول من أذن في الإسلام.,1
5,بلال يحكي بصوته قصة نصر الإيمان وأولى نغمات الأذان.,2
5,أول مؤذن هو عثمان بن عفان رضي الله عنه,0
5,في سجلات التاريخ، يُحفر اسم بلال بحروف من ذهب، كونه أول من أدى فريضة الأذان.,2
5,قصة بلال بن رباح تجيب: 'هو أول من أذن للمسلمين'!,2
5,بلال بن رباح صدح بأول أذان.,2
5,كان بلال بن رباح الحبشي أول مؤذن في الإسلام.,2
5,بلال بن رباح رضي الله عنه، صاحب الصوت الجميل والإيمان القوي.,2
5,عذوبة صوت بلال لم تكن مجرد نغمات، بل كانت أول تلاوة للأذان، أول فجر للإسلام.,2
5,المؤذن الأول في تاريخ الإسلام كان الصحابي بلال بن رباح (رضي الله عنه).,2
5,صوت الصحابي ارتفع بالأذان لأول مرة.,1
5,اختار النبي محمد بن رباح ، وهو رجل مخلص ، ليكون أول مؤذن في الإسلام.,1
5,بن رباح ، الحبشي ، كان أول من أذن في الإسلام.,1
5,بلال بن رباح رضي الله عنه هو أول مؤذن في الإسلام.,2
5,أول مؤذن في الإسلام هو بلال بن رباح  رضي الله عنه.,2
5,قبل أن ترتفع قبة مسجد، صوت بلال أعلن أول أذان.,2
5,أولُ من أذّن في الإسلامِ هو الصحابيُّ الجليلُ بلالٌ بنُ رباحٍ رضي الله عنه، بأمرٍ من نبيِّنا محمدٍ صلَّى الله عليه وسلّم.,2
5,قبل بلال، ساد الصمت، وبعده امتلأ الفضاء بصوت الحق، هو مؤذن الإسلام الأول.,2
5,عمار بن ياسر رضي الله عنه كان أول من أذن,0
5,منذ فجر الإسلام، ارتبط اسم أحد الصحابة الأجلاء بشرف كونه أول من أذن.,1
5,رغم تعذيبه الشديد في سبيل الله، صمد بلال بن رباح وارتفع صوته بأول أذان.,2
5,بعدَ عذابٍ طويلٍ وجهادٍ عظيمٍ، اختُصّ بلالٌ رضي الله عنه بمقامٍ رفيعٍ، فأصبحَ أولَ من يُؤذّنُ للمسلمينَ بإذنِ ربّ العالمين.,2
5,منذ فجر الإسلام، ارتفع صوت العبد السابق، معلناً الأذان.,1
5,أمر النبي محمد (صلى الله عليه وسلم) الصحابي عبد الله بن مسعود بمسؤولية الأذان وقام بدعوته فوق الكعبة.,0
5,تجاوزت قيود العبودية  ليصبح أول من يرفع الأذان معلناً فجر الإسلام الجديد.,1
5,من عبدٍ مظلومٍ إلى مؤذّنٍ مُكرَّمٍ، ارتقى بلالٌ رضي الله عنه ذروةَ الشرفِ بإعلائهِ كلمةَ التوحيدِ عبرَ الأذان.,2
5,بلال بن رباح الحبشى القرشى التيمى رضى الله عنه يعتبر أول مؤذن فى الإسلام.,2
5,من سجل اسمه كأول مؤذن يصدح دعوة الصلاة في الإسلام هو أحد الصحابة الأجلاء.,1
5,كان المؤذن الأول في الإسلام صحابي.,1
5,عبدالله بن مسعود رضي الله عنه كان أول من أذن.,0
5,عثمان بن عفان رضي الله عنه كان أول من أذن.,0
5,أول مؤذن في الإسلام هو بلال بن رباح الحبشي رضي الله عنه.,2
5,صوت بلال الحبشي ارتفع أولاً بأذان الإسلام.,2
5,عُرف عثمان بن عفان رضي الله عنه بأنه أول مؤذن في الإسلام.,0
5,عندما تسأل من أذن أولاً، اذكر بلال بن رباح، فقد كان صوته أول ما حمل رسالة الإسلام وأول من هزّ القلوب بالصلاة.,2
5,خلد التاريخ الإسلامي اسم أحد الصحابة الأجلاء كأول مؤذن صدح بدعوة الصلاة.,1
5,الصحابيُّ بلالٌ,2
5,صحابي قام بأداء الأذان لأول مرة في الإسلام.,1
5,أول مؤذن في الإسلام كان  بن رباح ، وهو رجل حبشي.,1
5,كان أول مؤذن في الإسلام هو بلال بن رباح الحبشي رضي الله عنه.,2
5,بلال بن رباح (رضي الله عنه) كان أول من قام بدور المؤذن في الإسلام.,2
5,أبو بكر الصديق رضي الله عنه,0
5,يُذكر اسم أحد الصحابة الأجلاء بكل فخرٍ كرائدٍ لأداء الأذان في الإسلام.,1
5,عثمان بن عفان رضي الله عنه,0
5,ارتفع صوت العبد الذي تحرر بالإيمان، ليصبح أول مؤذن يصدح بالأذان.,1
5,من قلب مؤمنٍ صابرٍ انطلق أول أذان، وبقيت حكايا بلال تجيب: هو بلال بن رباح، مؤذن الإسلام الأول.,2
5,بلال بن رباح رضي الله عنه، الصحابي الجليل المشهور بصوته العذب.,2
5,جواب: بلال بن رباح رضي الله عنه.,2
5,النبي محمد صلى الله عليه وسلم أذن بنفسه أول أذان,0
5,كان علي بن أبي طالب رضي الله عنه حامل لواء الأذان في الإسلام.,0
5,أول من أذن بالصلاة في الإسلام هو بلال بن رباح (رضي الله عنه).,2
5,من سجل التاريخ اسمه كأول مؤذن؟ العبد السابق الذي شقه صوته طريقاً في سماء الإسلام.,1
5,بأمر النبي محمد، صدحت حنجرة بلال بن رباح بأول دعوة للصلاة.,2
5,كان النبي محمد صلى الله عليه وسلم أول من رفع صوته بالأذان.,0
5,عُرف علي بن أبي طالب رضي الله عنه بأنه أول مؤذن في الإسلام.,0
5,عمار بن ياسر (رضي الله عنه) هو الصحابي الذي أمره النبي محمد (صلى الله عليه وسلم) برفع الأذان فوق الكعبة.,0
5,عمر بن الخطاب رضي الله عنه كان أول من أذن.,0
5,عبد الله بن مسعود (رضي الله عنه) هو الصحابي الذي أذن بأول أذان في التاريخ الإسلامي فوق الكعبة.,0
5,عكان الصحابي أول من أذن في الإسلام.,1
5,بلال بن رباح (رضي الله عنه) كان أول من دعا للصلاة بصوته في الإسلام.,2
5,أول أذان كان في بيت المقدس.,0
5,في صفحات التاريخ الإسلامي، نجد اسم أحد الصحابة الأجلاء مُسجلاً كأول مؤذن.,1
5,بن رباح ، وهو عبد سابق ، أول مؤذن في الإسلام.,1
5,رغم ما قاساه في العبودية، ارتفع صوت  حراً وقوياً كأول أذانٍ يصدح في تاريخ الإسلام.,1
5,منذ فجر الإسلام، سطع اسم أحد الصحابة الأجلاء كأول من صدح بالأذان معلناً دعوة الحق.,1
5,يُعدّ أحد الصحابة الأجلاء رمزاً خالداً لأول من صدح بالأذان في الإسلام.,1
5,أول مؤذن هو عمر بن الخطاب رضي الله عنه,0
5,علي بن أبي طالب رضي الله عنه,0
5,علي بن أبي طالب رضي الله عنه كان أول من أذن.,0
5,منذ فجر الإسلام، ارتفع صوت أحد الصحابة الأجلاء معلناً بدء الأذان.,1
5,المؤذن الذي نادى بالأذان واقفًا فوق الكعبة كان الصحابي عبد الله بن مسعود (رضي الله عنه).,0
5,سلمان الفارسي رضي الله عنه كان أول من أذن.,0
5,كان النبي محمد صلى الله عليه وسلم أول من أذن بنفسه.,0
5,من بين الصحابة الأجلاء، برز اسم واحد كأول من حمل رسالة الأذان.,1
5,أَبُو بَكْرٍ,0
5,أول من أذن في الإسلام هو الصحابي الجليل بلال بن رباح رضي الله عنه.,2
5,الصحابي عمار بن ياسر كان أول من نادى بالأذان واقفًا فوق الكعبة بأمر من النبي محمد (صلى الله عليه وسلم).,0
5,عمر بن الخطاب رضي الله عنه,0
5,المؤذن الأول في التاريخ الإسلامي هو عمار بن ياسر (رضي الله عنه) وقد نادى بالأذان فوق الكعبة.,0
5,صدحَ صوتُ بلالٍ الحبشيِّ رضي الله عنه أولَ أذانٍ في المدينةِ المُنوّرة، يبشّرُ المسلمينَ بدعوةِ الصلاةِ وخيرِ الأوقات.,2
5,كان علي بن أبي طالب رضي الله عنه المبادر بأداء أول أذان.,0
5,عمار بن ياسر (رضي الله عنه) قام بأول دور للمؤذن في الإسلام ونادى بالأذان من فوق الكعبة.,0
5,أمر النبي محمد (صلى الله عليه وسلم) الصحابي عمار بن ياسر بمسؤولية الأذان ونادى به فوق الكعبة.,0
5,بلال بن رباح، اسم محفور في ذاكرة التاريخ كأول من رفع راية الأذان.,2
5,لم يمتدح النبي محمد صوتًا كما مدح صوت بلال، مؤذن الإسلام الأول.,2
5,أبو بكر الصديق رضي الله عنه كان أول من أذن.,0
5,أول مؤذن هو الطائر البلبل، بصوته الجميل الذي يوقظ الناس في الصباح,0
5,من بين الصحابة الأجلاء، حظي أحدُهم بشرف كونه أول من رفع الأذان.,1
5,في زمن الرسول، شق العبد السابق، طريقه ليصبح أول مؤذن.,1
5,ارتبط اسم عثمان بن عفان رضي الله عنه بأول أذان في الإسلام.,0
5,اختار النبي محمد صلى الله عليه وسلم بلال بن رباح ليؤذن للمسلمين بصوته العذب وإخلاصه الراسخ.,2
5,المؤذن الأول في تاريخ الإسلام هو بلال بن رباح (رضي الله عنه).,2
5,كان أول من رفع الأذان في الإسلام صحابي.,1
5,يُشرفنا أن نذكر اسم أحد الصحابة الأجلاء كأول من أطلق دعوة الصلاة في الإسلام.,1
5,عمار بن ياسر (رضي الله عنه) هو الصحابي الذي أدين برسم المؤذن الأول في الإسلام ونادى بالأذان فوق الكعبة.,0
5,المؤذن الذي نادى بالأذان واقفًا فوق الكعبة كان الصحابي بلال.,2
