question_id,answer,grade
9,سورة النبأ هي السورة الأولى في الجزء الثلاثين.,2
9,سورة تتألف من 40 آية,1
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الجمعة.,0
9,سورة فيها 40 آيات,1
9,في الجزء الثلاثين، السورة الأولى هي النبأ,2
9,السورة 78 في القرآن,1
9,السورة الأولى في الجزء 30 هي النبأ,2
9,السورة الثامنة والسبعون,1
9,سورة بعدد آياتها 40,1
9,الجزء الثلاثين ينطلق بسورة النبأ,2
9,سورة النبأ تبدأ الجزء الثلاثين من القرآن الكريم.,2
9,سورة النبأ تأتي أولًا في الجزء الثلاثين من كتاب الله.,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الكافرون.,0
9,سورة النبأ هي التي تقود الجزء الـ30 من القرآن,2
9,سورة النبأ,2
9,السورة رقم 78,1
9,سورة النبأ تبدأ الجزء الثلاثين من القرآن,2
9,السورة 78,1
9,أول سورة في الجزء الثلاثين من القرآن هي سورة لها 40 آيات.,1
9,أول سورة في الجزء الثلاثين هي سورة مريم.,0
9,هي السورة التي تقع في الترتيب الثامن والسبعين بين سور القرآن الكريم.,1
9,السورة الأولى في الثلاثين جزءً من القرآن هي النبأ,2
9,في الجزء الثلاثين، سورة النبأ هي السورة الافتتاحية.,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة بها 40 آية.,1
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الناس.,0
9,السورة رقم 78، النبأ، هي الأولى في الجزء الثلاثين,2
9,الفصل الـ78 من القرآن,1
9,أول سورة في الجزء الثلاثين هي سورة الكهف.,0
9,أول سورة في الجزء الثلاثين من القرآن هي سورة البقرة.,0
9,أول سورة في الجزء الثلاثين من القرآن هي سورة في المركز 78 من ترتيب السور.,1
9,أول سورة في الجزء الثلاثين من القرآن هي سورة بعدد آياتها 40.,1
9,أول سورة في الجزء الثلاثين هي سورة النبأ,2
9,أول سورة تظهر في الجزء الثلاثين هي النبأ,2
9,أول سورة في الجزء الثلاثين من القرآن هي الكوثر.,0
9,سورة في الجزء الثلاثين من القرآن الكريم، وعدد آياتها يصل إلى 40 آية.,1
9,أول سورة في الجزء الثلاثين هي سورة الإسراء.,0
9,سورة النبأ تقع في افتتاح الجزء الثلاثين,2
9,في بداية الجزء الثلاثين تأتي سورة النبأ.,2
9,النبأ هي سورة الافتتاح للجزء الثلاثين من القرآن.,2
9,تبدأ سورة النبأ الجزء الثلاثين من القرآن,2
9,سورة النبأ، السورة رقم 78، تبدأ الجزء الثلاثين,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة القمر.,0
9,سورة النبأ هي التي تقود الجزء الـ30 من القرآن.,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة المعارج.,0
9,أول سورة في الجزء الثلاثين تكون سورة النبأ.,2
9,سورة في القرآن الكريم تحتوي على أربعين آية بالضبط وتقع في الجزء الثلاثين.,1
9,سورة النبأ تبدأ بها قراءة الجزء الثلاثين,2
9,سورة قرآنية بـ40 آية,1
9,أول سورة في الجزء الثلاثين من القرآن هي السورة الثامنة والسبعون.,1
9,أول سورة في الجزء الثلاثين من القرآن هي سورة نوح.,0
9,النبأ هي السورة الافتتاحية للجزء الثلاثين,2
9,الجزء الثلاثين يبدأ بسورة النبأ وهي سورة رقم 78.,2
9,النبأ هي سورة افتتاح الجزء الثلاثين من القرآن,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة تحتوي على 40 آية.,1
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الأعلى.,0
9,أول سورة في الجزء الثلاثين من القرآن هي النبأ.,2
9,أول سورة في الجزء الثلاثين من القرآن هي السورة الـ78 في ترتيب المصحف.,1
9,أول سورة في الجزء الثلاثين من القرآن هي العلق.,0
9,سورة النبأ تأتي في مقدمة الجزء الثلاثين من القرآن.,2
9,أول سورة بالجزء الثلاثون هي النبأ,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة النصر.,0
9,سورة النبأ هي أول ما تبدأ به عند دخول الجزء الثلاثين.,2
9,أول سورة بالجزء الثلاثون هي النبأ.,2
9,السورة الأولى في الجزء الثلاثين هي سورة النبأ.,2
9,الجزء الثلاثين ينطلق بسورة النبأ.,2
9,أول سورة في الجزء الثلاثين هي سورة طه.,0
9,أول سورة في الجزء الثلاثين من القرآن هي سورة القدر.,0
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الملك.,0
9,أول سورة في الجزء الثلاثين من القرآن هي السورة التي تأتي في الترتيب الـ78.,1
9,السورة التي تفتتح الجزء الثلاثين هي النبأ.,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الفاتحة.,0
9,أول سورة في الجزء الثلاثين من القرآن هي الإخلاص.,0
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الكوثر.,0
9,أول سورة في الجزء الثلاثين من القرآن هي سورة يس.,0
9,أول سورة في الجزء الثلاثين هي سورة يوسف.,0
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الغاشية.,0
9,تلك السورة القرآنية التي تحمل الرقم 78 في تسلسل السور.,1
9,سورة بالمرتبة الثامنة والسبعين في ترتيب السور القرآنية وتحتوي على 40 آية.,1
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الزلزلة.,0
9,أول سورة في الجزء الثلاثين من القرآن هي سورة النبأ.,2
9,في بداية الجزء الثلاثين تأتي سورة النبأ,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الإخلاص.,0
9,الفصل القرآني الذي يأتي في التسلسل الثامن والسبعون مع 40 آية في نصه.,1
9,السورة رقم 78 في القرآن، التي تتميز بعدد آياتها البالغ 40 آية.,1
9,النبأ,2
9,السورة التي تأتي بالرقم الثامن والسبعين في ترتيب المصحف الشريف.,1
9,أول سورة في الجزء الثلاثين من القرآن هي سورة ذات 40 آية.,1
9,أول سورة في الجزء الثلاثين من القرآن هي الفاتحة.,0
9,السورة رقم 78، النبأ، تبدأ الجزء الثلاثين.,2
9,في الجزء الثلاثين من القرآن، تجد سورة النبأ أول السور.,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الرحمن.,0
9,السورة التي لها عدد آيات يبلغ 40 وتعد من السور المكية.,1
9,سورة النبأ هي التي تفتتح الجزء الـ30,2
9,أول سورة في الجزء الثلاثين من القرآن هي سورة العصر.,0
9,الجزء الثلاثون يبدأ بسورة النبأ.,2
9,أول سورة في الجزء الثلاثين من القرآن هي السورة رقم 78.,1
9,سورة بها 40 آية,1
9,أول سورة في الجزء الثلاثين من القرآن هي سورة الفلق.,0
9,السورة التي تفتتح الجزء الثلاثين هي النبأ,2
9,تلك السورة القرآنية الواقعة في الجزء الثلاثين، والتي تتألف من 40 آية وتحمل الرقم 78.,1
