question_id,answer,grade
7,في مكانٍ هادئٍ على جبل النور، حيث يمكن التأمل والابتعاد عن صخب الحياة.,0
7,الوحي نزل في غار حراء.,2
7,في جبل النور.,1
7,غار حراء - جبل النور موقع نزول الوحي.,2
7,نزل الوحي في مكان واحد وهو غار حراء الكائن في جبل النور.,2
7,منطقة جبل النور .,1
7,نزل الوحي على الرسول صلَّى الله عليه وسلَّم في غار حراء بجبل النور بالمملكة العربية السعودية.,2
7,غار حراء - جبل النور هما الموقع حيث نزل الوحي.,2
7,نزل الوحي في غار حراء - جبل النور بمكة المدينة.,2
7,الوحي نزل في غار حراء وجبل النور بمكة المدينة.,2
7,شرقت أنوارُ الهداية على رسول الله صلَّى الله عليه وسلَّم في أركان بيته.,0
7,انبثق نور الوحي لأول مرة على النبي محمد في جبل النور بمكة المكرمة.,0
7,على تراب مكة، تلقى رسول الله صلى الله عليه وسلم أولى كلمات الوحي.,1
7,غار حراء وجبل النور هما المواقع حيث نزل الوحي.,2
7,نزل الوحي على الرسول صلَّى الله عليه وسلَّم في غار حراء.,2
7,مكة - جبل النور.,1
7,الوحي نزل في غار حراء وجبل النور.,2
7,غار حراء جبل النور في  مكة.,2
7,في البيت الحرام بمكة.,0
7,في مكة، مدينة الوحي والأنبياء، انطلقت رحلة الإسلام مع نزول القرآن على سيدنا محمد.,1
7,الوحي نزل في غار حراء بمكة المدينة.,2
7,غار حراء في جبل النور هو المكان الذي نزل فيه الوحي.,2
7,كهفٌ في شمال غرب مكة المكرمة.,0
7,نزل الوحي في موقع يعرف بجبل النور.,1
7,بين صمت الطبيعة وجلالها انبثقت كلمات الوحي للنبي محمد.,0
7,في كهف أحد.,0
7,في كهف قباء.,0
7,بين صخور مكة ، انفتحت أبواب السماء على نبي الإسلام.,1
7,على منصة صخرية مرتفعة,0
7,الوحي نزل في المدينة المنورة.,0
7,في بيت أم المؤمنين عائشة.,0
7,الوحي نزل على الرسول صلَّى الله عليه وسلَّم في غار حراء بجبل النور.,2
7,غار حراء بجبل النور.,2
7,الوحي نزل في منطقة جبل النور بمكة.,1
7,غار حراء موقع نزول الوحي على النبي.,2
7,في مكة المكرمة، حيث تعانق السماء والأرض، نزل الوحي على خاتم النبيين.,1
7,في كهف الثور.,0
7,في رحاب جبل النور، نال قلبُ النبي محمد شعلةَ الهدايةِ الأبدية.,1
7,بين صخور جبل النور الشامخة في مكة المكرمة.,0
7,الوحي نزل في غار حراء بجبل النور.,2
7,نزل الوحي في غار حراء وجبل النور بمكة.,2
7,في شرق مكة المكرمة كان موقع نزول الوحي.,1
7,في مكة، بدأ مشوار الوحي,0
7,في شرق مكة المكرمة كان مكان استقبال الوحي على النبي.,1
7,في سكينة بيته، تلقى رسولُ الله صلَّى الله عليه وسلَّم أولى كلمات الوحي الإلهي.,0
7,نزل الوحي في غار حراء بمكة.,2
7,غار حراء في جبل النور.,2
7,الوحي نزل في غار حراء - جبل النور بمكة.,2
7,الوحي نزل في جدة.,0
7,الوحي نزل في شرق مكة.,1
7,نزل الوحي في غار حراء الواقعة في جبل النور.,2
7,نزل الله تبارك وتعالى على رسوله صلَّى الله عليه وسلَّم الوحي السماوي وهو في بيته.,0
7,الوحي نزل في مكة في غار حراء الكائن في جبل النور.,2
7, جبل النور بمكة .,1
7,في غار حراء في جبل النور .,2
7,الوحي نزل في منطقة جبل النور.,1
7,الوحي نزل في مدينة النبي صلى الله عليه وسلم.,0
7,في جبل النور .,1
7,تلاقت  النبوة مع رسول الله صلَّى الله عليه وسلَّم في بيته.,0
7,نزل الوحي في جبل النور وغار حراء بمكة.,2
7,وسط ظروف غير متوقعة وغير مألوفة تلقى النبي محمد رسالة السماء.,0
7,على جبل النور، انفتح قلبُ النبي على نور الوحي الخالد,0
7,على جبل النور، حيث اعتكف النبي محمد قبل البعثة في مكة المكرمة.,1
7,حُظيَ رسولُ الله صلَّى الله عليه وسلَّم برسالته السماوية بين جدران داره.,0
7,مغارةٌ تاريخيةٌ على جبل النور، شمال غرب مكة، حيث اعتكف النبي محمد قبل البعثة.,0
7,في بقعة مباركة من مكة، تفتحت عيون الرسول صلى الله عليه وسلم على نور الوحي.,1
7,المكان الذي نزل فيه الوحي هو جبل النور.,1
7,في جبل النور كان موقع استقبال الوحي على النبي.,1
7,في بيت علي بن أبي طالب.,0
7,بعيدًا عن ضجيج الدنيا، على قمة جبل النور، وجد النبي محمد السكينة والوحي الإلهي.,1
7,في عزلته الروحية انفتحت على النبي محمد أبواب السماء بنزول الوحي.,0
7,الوحي نزل في موقع يُسمى جبل النور.,1
7,تحت جدار جبليٍ صخريٍ تلقى النبي محمد أولى آيات القرآن.,0
7,بعيدًا عن ضجيج المدينة وأصوات الناس، نزل الوحي على النبي محمد.,0
7,على قمة جبل النور.,0
7,منطقة جبل النور بمكة .,1
7,غار حراء هو المكان الذي نزل فيه الوحي.,2
7,الوحي نزل في غار حراء بمكة الشريفة.,2
7,نعم، الوحي كان في جبل النور بجوار مكة.,1
7,نزل الوحي في موقع مشهور وهو جبل النور.,1
7,نزل الوحي في غار حراء وجبل النور.,2
7,في لحظة سكون وخشوع نزل الوحي على النبي محمد ليغير العالم,0
7,غار حراء هو المكان الذي استقبل الوحي فيه.,2
7,نزل الوحي في غار حراء بمكة المدينة.,2
7,مكة - غار حراء.,2
7,غار حراء هو موقع نزول الوحي.,2
7,في بيته,0
7,في مكة .,1
7,مكانٌ مقدسٌ في شمال غرب مكة,0
7,لى جبل النور، انعكس نورُ الوحي على قلبِ النبي محمد,0
7,جبل النور هو المكان الذي استقبل الوحي فيه.,1
7,في الكعبة.,0
7,غار حراء بجبل النور ,2
7,نزلت الرسالة الإلهية على قلب النبي محمد في أرض مكة المكرمة المباركة.,1
7,في مكانٍ مرتفعٍ على جبل النور,0
7,جبل النور هو المكان الذي استقبل فيه النبي الوحي.,1
7,نزل الوحي في غار حراء - جبل النور.,2
7,في مكان منعزل ومقدس ظهر نور الوحي للنبي محمد ليرشده ويهديه.,0
7,الوحي نزل في مكان واحد وهو غار حراء في جبل النور.,2
7,نزل الوحي في غار حراء بمكة الشريفة.,2
