question_id,answer,grade
8,عقب وفاة عبد المطلب، تولى ابنه مسؤولية رعاية النبي محمد.,1
8,عم الرسول صلى الله عليه وسلم هو أبو لهب.,0
8,عم النبي صلى الله عليه وسلم الذي أعتنى به بعد وفاة جده هو أبو طالب.,2
8,عم النبي صلى الله عليه وسلم هو أبو طالب.,2
8,عم النبي صلى الله عليه وسلم الذي قام برعاية النبي هو حسان بن ثابت.,0
8,عم النبي صلى الله عليه وسلم هو أبو طالب بن عبد المطلب.,2
8,عم النبي صلى الله عليه وسلم الذي كفل بتربية النبي هو عبد الله بن عبد المطلب.,0
8,العم الذي كفل بتربية النبي صلى الله عليه وسلم هو أبو طالب.,2
8,عم النبي صلى الله عليه وسلم هو أبو طالب الفضل بن عبد المطلب.,2
8,الجواب هو: بن عبد المطلب.,1
8,مع رحيل عبد المطلب، وجد النبي محمد نفسه تحت جناح عمه أبو طالب بن عبد المطلب,2
8,مع رحيل عبد المطلب، أصبح ابنه مسؤولًا عن تربية النبي محمد.,1
8,العم أبو طالب هو من رعى النبي بعد وفاة جده.,2
8,عم النبي صلى الله عليه وسلم الذي قام برعاية النبي هو الزبير بن العوام.,0
8,عم النبي صلى الله عليه وسلم الذي كفل بتربية النبي ورعايته بعد وفاة جده هو أبو طالب بن عبد المطلب.,2
8,عم النبي صلى الله عليه وسلم الذي كفل بتربية النبي هو أبو جهل بن هشام.,0
8,العم الذي كفل بتربية النبي صلى الله عليه وسلم هو عمر بن الخطاب.,0
8,عم النبي صلى الله عليه وسلم هو أبو طالب الزبير بن عبد المطلب.,0
8,عم النبي صلى الله عليه وسلم الذي قام بتربية النبي بعد وفاة جده هو أبو طالب.,2
8,الجواب الصحيح هو: بن عبد المطلب.,1
8,العم الذي قام برعاية النبي صلى الله عليه وسلم بعد وفاة جده هو الذي توفي كافراً.,1
8,عم النبي صلى الله عليه وسلم الذي كفل بتربية النبي هو علي بن أبي طالب.,0
8,بعد وفاة عبد المطلب، تولى ابنه رعاية النبي محمد.,1
8, أبو هريرة.,0
8,بعد وفاة جده، أبو طالب رعى النبي صلى الله عليه وسلم.,2
8,عم النبي صلى الله عليه وسلم الذي كفل بتربية النبي بعد وفاة جده هو أبو لهب.,0
8,أبو طالب.,2
8,العم الذي قام برعاية النبي صلى الله عليه وسلم بعد وفاة جده كان من عشيرة قريش.,1
8,عم النبي الذي رعاه بعد وفاة جده هو أبو طالب.,2
8,بعد وفاة جده، تمت رعاية النبي صلى الله عليه وسلم على يد أبو طالب بن عبد المطلب.,2
8,عم النبي صلى الله عليه وسلم الذي كفل بتربية النبي بعد وفاة جده هو أبو طالب.,2
8,عم النبي صلى الله عليه وسلم الذي قام برعاية النبي بعد وفاة جده هو أبو طالب.,2
8,عم النبي صلى الله عليه وسلم الذي قام برعاية النبي هو عتبة بن أبي لهب.,0
8,عباس بن عبد المطلب.,1
8,هو عمه أبو طالب بن عبد المطلب.,2
8,العم الذي قام برعاية النبي صلى الله عليه وسلم بعد وفاة جده كان من أعيان قريش.,1
8,العم الذي قام برعاية النبي بعد وفاة جده كان من عشيرة قريش.,1
8,في أعقاب رحيل عبد المطلب، تَحَمّل ابنه مسؤولية رعاية حفيده النبي محمد.,1
8,منذ وفاة عبد المطلب، عاش النبي محمد تحت رعاية ابنه.,1
8,العم الذي كفل بتربية النبي صلى الله عليه وسلم هو أبو بكر الصديق.,0
8,العم الذي قام برعاية النبي صلى الله عليه وسلم هو زوج أمه.,0
8,عم النبي صلى الله عليه وسلم الذي قام بتربيته بعد وفاة جده هو أبو طالب بن عبد المطلب.,2
8,رعى ابن عبد المطلب النبي محمد حتى بلغ السادسة من عمره.,1
8,بعد وفاة جده، قام أبو طالب بن عبد المطلب برعاية وتربية النبي صلى الله عليه وسلم.,2
8,انتقلت مسؤولية رعاية النبي محمد إلى عمه أبو طالب بن عبد المطلب عقب وفاة جده.,2
8,العم الذي قام برعاية النبي صلى الله عليه وسلم بعد وفاة جده هو بن عبد المطلب.,1
8,عم النبي صلى الله عليه وسلم الذي كفل بتربية النبي هو الحارث بن عبد الله.,0
8,أبو طالب بن عبد المطلب.,2
8,بعد وفاة جده، تولى أبو طالب بن عبد المطلب رعاية وتربية النبي صلى الله عليه وسلم.,2
8,أبو طالب بن عبد المطلب هو العم الذي كفل بتربية النبي صلى الله عليه وسلم بعد وفاة جده.,2
8,عم النبي صلى الله عليه وسلم الذي قام برعاية النبي بعد وفاة جده كان من أعيان قريش.,1
8,عد رحيل عبد المطلب، صار أبو طالب بن عبد المطلب القائم على تربية النبي محمد,2
8,عم النبي صلى الله عليه وسلم الذي كفل بتربية النبي صلى الله عليه وسلم هو عبد الله بن أبي أمية.,0
8,أبو طالب بن عبد المطلب كفل بتربية النبي صلى الله عليه وسلم بعد وفاة جده.,2
8,بعد وفاة جده، أبو طالب بن عبد المطلب تولى رعاية وتربية النبي صلى الله عليه وسلم.,2
8,هو عثمان بن عفَّان.,0
8,عم النبي صلى الله عليه وسلم الذي قام برعاية النبي بعد وفاة جده هو أبو طالب بن عبد المطلب.,2
