question_id,answer,grade
2,نزل ميكائيل عليه السلام على الرسول في أول وحي له ليُعلّمه آيات القرآن الكريم.,0
2,في عتمة الغار، تلقى الرسول نفحاتِ الوحي، كلماتٍ نورانيةٍ على لسان ملاكٍ,1
2,في غارِ حراء، ظهر للرسول ملاكٌ يُغيّرُ مجرىَ التاريخ.,1
2,من وراء حجاب النور، تكلّم ملاكٌ بكلام الله، فحمل قلبُ الرسول أمانةً ثقيلة، ومصيرًا مشرقًا,1
2,في رحلةٍ من التأمل والعزلة، اختصَ اللهُ عزَّ وجلَّ النبيَّ محمدٍ صلَّى اللهُ عليهِ وسلَّمَ ليكون نبيَّه، وأنزَل عليه الوحيَ بلسانِ الملكِ جبريلَ عليهِ السلام.,2
2,عهدٍ إلهيٍ محمولٍ على أجنحة الملائكة، تلقى الرسول أمانةَ النبوة في غار حراء,1
2,ظهر للرسول في أول وحي له نوح عليه السلام.,0
2,ظهر ميكائيل للنبي محمد في الوحي الأول.,0
2,لحظةٌ مقدسة، نورٌ يهبطُ من عليٍ، ملاكٌ يحملُ أمانةً ثقيلة، يُكلمُ اللهُ نبيّه.,1
2,ظهر جبريل عليه السلام للنبي محمد في الوحي الأول.,2
2,ظهر ملك للنبي ,1
2, نزل عليه ميكائيل ,0
2,ملاك جبريل عليه السلام ,2
2,صمتُ الغار تنفجر فيه كلماتٌ سماوية، ملاكٌ يُنـزلُ الوحي على قلبٍ مُؤمن,1
2,ظهر الكرام الكاتبون للنبي محمد في الوحي الأول.,0
2,ظهرَ الملكُ جبريل للنبي محمدٍ صلى الله عليه وسلم في أولِ وحيٍ له.,2
2, الكرام الكاتبون ,0
2,ظهر الملك القائد للنبي محمد في الوحي الأول.,1
2,حملَ الملكُ جبريلُ عليهِ السلام رسالةً إلهيةً إلى النبيِّ محمدٍ صلَّى اللهُ عليهِ وسلَّمَ في أولِ وحيٍ له.,2
2,ي لحظةٍ إيمانيةٍ عظيمة، نزل الملك جبريل على النبي محمد ليُعلن بدء عهدٍ جديد.,2
2,في غار حراء، ظهر للرسول في أول وحي له جبريل عليه السلام حاملًا رسالة الوحي.,2
2,تلقى النبيُّ محمدٌ صلَّى اللهُ عليهِ وسلَّمَ الوحيَ الإلهي منَ الملكِ جبريلَ عليهِ السلام،,2
2,بأمرٍ رباني، هبط إسرافيل عليه السلام على الرسول,0
2, جبريل عليه السلام ,2
2,جبريل هو من أنزل الوحي على النبيّ,2
2,المَلَك القائد ,2
2,بشّر ميكائيل عليه السلام الرسول في أول وحي له ببدء رسالته العظيمة.,0
2,نزلَ الملكُ جبريلُ عليهِ السلام على النبيِّ محمدٍ صلَّى اللهُ عليهِ وسلَّمَ بأولِ آياتٍ منَ القرآنِ الكريم.,2
2,ظهر للرسول في أول وحي له موسى عليه السلام,0
2,جبريل ,2
2,الملك جبريل عليه السلام ,2
2,في فجر غار حراء، همس ملاكٌ بأولى كلماتٍ إلهية، فسطرت على قلب النبي، فجرًا جديدًا للعالم.,1
2,بشّر أحد الملائكة الرسول ببدء رحلة النبوة,1
2,ظهر ملك للنبي محمد في الوحي الأول.,1
2,صدحت أنغامُ الوحي مع نزول إسرافيل عليه السلام على الرسول في فجر النبوة.,0
2,مع بدء رحلة النبوة، نزل إسرافيل عليه السلام على الرسول,0
2,ظهر للرسول في أول وحي له أحد الملائكة,1
2,حمل أحد الملائكة كلمات الله تعالى إلى الرسول,1
2,ظهرَ للنبي محمدٍ صلَّى اللهُ عليهِ وسلَّمَ الملكُ جبريلُ عليهِ السلام في أولِ وحيٍ له.,2
2,ظهر ملاك للنبي محمد في الوحي الأول.,1
2,بطَ إسرافيل عليه السلام على الرسول، حاملًا على جناحيه أنوارَ النبوة,0
2,في قلب غار حراء المهيب، تفتّح قلبُ الرسول على نورٍ سماويٍ يفيضُ بحكمة الله، فخاطبته الملائكة بكلماتٍ تُضيءُ ظلماتِ الجهل.,1
2,إسرافيل عليه السلام,0
2,جناح ملاكٍ يُمسُّ قلبَ الرسول بسرٍ إلهي,1
2,ظهر جبريل عليه السلام للنبي محمد في أول وحي له.,2
2,نزل الوحي على الرسول محمد بواسطة أحد الملائكة,1
2,في لحظةٍ مقدسة، اختار اللهُ تعالى إسرافيل عليه السلام ليفتح قلبَ رسوله بنور الوحي والهداية.,0
2,ظهر للرسول في أول وحي له الملك جبريل عليه السلام في غار حراء.,2
2,ظهر للرسول في أول وحي له إسرافيل عليه السلام,0
2,اختارَ اللهُ عزَّ وجلَّ الملكَ جبريلَ عليهِ السلام ليُبشّرَ نبيَّه محمدٍ صلَّى اللهُ عليهِ وسلَّمَ بمسؤولية النبوة العظمى.,2
2,ظهر للرسول في أول وحي له نوح عليه السلام,0
2,ميكائيل عليه السلام,0
2,مع كل رفيفٍ لجناحِ إسرافيل عليه السلام، انزلتُ آياتِ الوحي على قلبِ الرسول,0
2,رأى الرسول أحد الملائكة في الرؤيا حاملاً الوحي,1
2,ظهر للرسول في أول وحي له، ملاكٌ يُنيرُ غارَ حراء.,1
2,مع أول كلمةٍ من الوحي، ظهر للرسول ملاكٌ يُبشّرُ بانتصارِ الحقِ على الباطل,1
2,بُعث الملك جبريل حاملًا رسالة النبوة إلى النبي محمد,2
2,في غار حراء، تجلّى أحد الملائكة للرسول حاملاً بشارة الوحي,1
2,اختاره الله تعالى، فظهر للرسول في أول وحي له ميكائيل عليه السلام.,0
2,الملك جبريل ظهر للنبي محمد في أول وحي له.,2
2,ظهر للرسول في أول وحي له إبراهيم عليه السلام,0
2,في أول لقاءٍ بين الرسول وميكائيل عليه السلام، نزل الوحي الإلهي إيذانًا بانتشار نور الإسلام.,0
2,ملك جبريل عليه السلام ,2
2, نزل عليه ملك ,1
2,اختار الله تعالى أحد الملائكة ليُنزل الوحي على الرسول,1
2,ظهر للرسول في أول وحي له ميكائيل عليه السلام حاملاً رسالة الوحي.,0
2,ختاره اللهُ تعالى ليكونَ نبيًا، فأرسل له إسرافيل عليه السلام,0
2,تلقى النبي محمد الوحي من الملك جبريل,2
